Date,Open,High,Low,Close,Adj Close,Volume,Company,Status
2023-02-10,,,,8.066999432555974,,,Vodafone Idea,Predicted
2023-02-10,,,,2430.859068624006,,,Reliance jio,Predicted
2023-02-10,,,,796.7207777658623,,,Bharti airtel limited ,Predicted
2023-02-09,,,,8.064580630225578,,,Vodafone Idea,Predicted
2023-02-09,,,,2431.0816708319107,,,Reliance jio,Predicted
2023-02-09,,,,796.9442538751755,,,Bharti airtel limited ,Predicted
2023-02-08,,,,8.062064450310913,,,Vodafone Idea,Predicted
2023-02-08,,,,2431.3202950742416,,,Reliance jio,Predicted
2023-02-08,,,,797.1749910472354,,,Bharti airtel limited ,Predicted
2023-02-07,,,,8.059447970694691,,,Vodafone Idea,Predicted
2023-02-07,,,,2431.5805079188503,,,Reliance jio,Predicted
2023-02-07,,,,797.4130774730875,,,Bharti airtel limited ,Predicted
2023-02-06,,,,2431.866726316315,,,Reliance jio,Predicted
2023-02-06,,,,797.6588267208936,,,Bharti airtel limited ,Predicted
2023-02-06,,,,8.056728111307336,,,Vodafone Idea,Predicted
2023-02-05,,,,797.9124543687649,,,Bharti airtel limited ,Predicted
2023-02-05,,,,8.053895710916265,,,Vodafone Idea,Predicted
2023-02-05,,,,2432.1794585184834,,,Reliance jio,Predicted
2023-02-04,,,,8.05094895307019,,,Vodafone Idea,Predicted
2023-02-04,,,,2432.520035661146,,,Reliance jio,Predicted
2023-02-04,,,,798.1743425778986,,,Bharti airtel limited ,Predicted
2023-02-03,,,,798.444687328396,,,Bharti airtel limited ,Predicted
2023-02-03,,,,2432.892681075129,,,Reliance jio,Predicted
2023-02-03,,,,8.047881835582245,,,Vodafone Idea,Predicted
2023-02-02,,,,798.7238511834439,,,Bharti airtel limited ,Predicted
2023-02-02,,,,8.044687566504138,,,Vodafone Idea,Predicted
2023-02-02,,,,2433.30565990357,,,Reliance jio,Predicted
2023-02-01,,,,2433.7617675316287,,,Reliance jio,Predicted
2023-02-01,,,,799.0121085151841,,,Bharti airtel limited ,Predicted
2023-02-01,,,,8.041357616412427,,,Vodafone Idea,Predicted
2023-01-31,,,,2434.2710963888458,,,Reliance jio,Predicted
2023-01-31,,,,799.3098120877985,,,Bharti airtel limited ,Predicted
2023-01-31,,,,8.037882903050672,,,Vodafone Idea,Predicted
2023-01-30,,,,2434.8389589171493,,,Reliance jio,Predicted
2023-01-30,,,,8.03425181692586,,,Vodafone Idea,Predicted
2023-01-30,,,,799.6172558714388,,,Bharti airtel limited ,Predicted
2023-01-29,,,,799.9349102183478,,,Bharti airtel limited ,Predicted
2023-01-29,,,,8.030452195711973,,,Vodafone Idea,Predicted
2023-01-29,,,,2435.4798886991266,,,Reliance jio,Predicted
2023-01-28,,,,800.2630299026569,,,Bharti airtel limited ,Predicted
2023-01-28,,,,8.026469428822566,,,Vodafone Idea,Predicted
2023-01-28,,,,2436.2043533025862,,,Reliance jio,Predicted
2023-01-27,,,,800.6020558795935,,,Bharti airtel limited ,Predicted
2023-01-27,,,,2437.029100836022,,,Reliance jio,Predicted
2023-01-27,,,,8.022291353931621,,,Vodafone Idea,Predicted
2023-01-26,,,,2437.971242444961,,,Reliance jio,Predicted
2023-01-26,,,,8.017907941068984,,,Vodafone Idea,Predicted
2023-01-26,,,,800.95236051135,,,Bharti airtel limited ,Predicted
2023-01-25,,,,8.01331800559251,,,Vodafone Idea,Predicted
2023-01-25,,,,2439.0541577143813,,,Reliance jio,Predicted
2023-01-25,,,,801.314080983997,,,Bharti airtel limited ,Predicted
2023-01-24,,,,8.008534025732786,,,Vodafone Idea,Predicted
2023-01-24,,,,2440.296083204616,,,Reliance jio,Predicted
2023-01-24,,,,801.6873838806205,,,Bharti airtel limited ,Predicted
2023-01-23,,,,2441.7268000536715,,,Reliance jio,Predicted
2023-01-23,,,,802.0723475932609,,,Bharti airtel limited ,Predicted
2023-01-23,,,,8.003591935634859,,,Vodafone Idea,Predicted
2023-01-22,,,,2443.3733303181,,,Reliance jio,Predicted
2023-01-22,,,,7.998562971779676,,,Vodafone Idea,Predicted
2023-01-22,,,,802.4689819209234,,,Bharti airtel limited ,Predicted
2023-01-21,,,,802.8769830944511,,,Bharti airtel limited ,Predicted
2023-01-21,,,,7.9935680466421095,,,Vodafone Idea,Predicted
2023-01-21,,,,2445.259985377932,,,Reliance jio,Predicted
2023-01-20,,,,2447.3985881392364,,,Reliance jio,Predicted
2023-01-20,,,,803.2961747317531,,,Bharti airtel limited ,Predicted
2023-01-20,,,,7.988793070062683,,,Vodafone Idea,Predicted
2023-01-19,,,,803.7262824606878,,,Bharti airtel limited ,Predicted
2023-01-19,,,,2449.791086900761,,,Reliance jio,Predicted
2023-01-19,,,,7.9845038757385955,,,Vodafone Idea,Predicted
2023-01-18,,,,7.981060673857882,,,Vodafone Idea,Predicted
2023-01-18,,,,2452.4069986529,,,Reliance jio,Predicted
2023-01-18,,,,804.1672572862299,,,Bharti airtel limited ,Predicted
2023-01-17,,,,804.6197263447029,,,Bharti airtel limited ,Predicted
2023-01-17,,,,7.978913628435406,,,Vodafone Idea,Predicted
2023-01-17,,,,2455.183566393738,,,Reliance jio,Predicted
2023-01-16,,,,805.0853652659716,,,Bharti airtel limited ,Predicted
2023-01-16,,,,2458.0169857340734,,,Reliance jio,Predicted
2023-01-16,,,,7.97858753594113,,,Vodafone Idea,Predicted
2023-01-15,,,,7.980630648759472,,,Vodafone Idea,Predicted
2023-01-15,,,,805.5676428978259,,,Bharti airtel limited ,Predicted
2023-01-15,,,,2460.7538977295844,,,Reliance jio,Predicted
2023-01-14,,,,7.985522194125905,,,Vodafone Idea,Predicted
2023-01-14,,,,2463.2010456659336,,,Reliance jio,Predicted
2023-01-14,,,,806.0724484423044,,,Bharti airtel limited ,Predicted
2023-01-13,,,,2465.1458713598186,,,Reliance jio,Predicted
2023-01-13,,,,806.6092673363019,,,Bharti airtel limited ,Predicted
2023-01-13,,,,7.993527137000057,,,Vodafone Idea,Predicted
2023-01-12,,,,2466.433031264467,,,Reliance jio,Predicted
2023-01-12,,,,807.1913478346542,,,Bharti airtel limited ,Predicted
2023-01-12,,,,8.00448910461887,,,Vodafone Idea,Predicted
2023-01-11,,,,2467.051573762692,,,Reliance jio,Predicted
2023-01-11,,,,807.8357402061592,,,Bharti airtel limited ,Predicted
2023-01-11,,,,8.017584533763568,,,Vodafone Idea,Predicted
2023-01-10,7.400000095367432,7.5,7.150000095367432,7.25,7.25,109039325.0,Vodafone Idea,Actual
2023-01-10,826.0999755859375,826.0999755859375,790.2999877929688,792.8499755859375,792.8499755859375,8392344.0,Bharti airtel limited ,Actual
2023-01-10,2606.0,2606.0,2546.0,2558.39990234375,2558.39990234375,3713755.0,Reliance jio,Actual
2023-01-09,7.800000190734863,7.849999904632568,7.349999904632568,7.449999809265137,7.449999809265137,224378162.0,Vodafone Idea,Actual
2023-01-09,2545.300048828125,2602.0,2543.35009765625,2596.800048828125,2596.800048828125,4948549.0,Reliance jio,Actual
2023-01-09,802.7000122070312,821.5,801.0499877929688,819.4000244140625,819.4000244140625,4340729.0,Bharti airtel limited ,Actual
2023-01-06,807.5499877929688,812.25,792.0,796.0,796.0,3199618.0,Bharti airtel limited ,Actual
2023-01-06,7.900000095367432,7.900000095367432,7.699999809265137,7.800000190734863,7.800000190734863,96073516.0,Vodafone Idea,Actual
2023-01-06,2526.64990234375,2547.949951171875,2518.300048828125,2536.89990234375,2536.89990234375,2930338.0,Reliance jio,Actual
2023-01-05,2523.5,2536.39990234375,2504.0,2514.050048828125,2514.050048828125,6293519.0,Reliance jio,Actual
2023-01-05,825.0,825.0,803.75,807.0999755859375,807.0999755859375,5297349.0,Bharti airtel limited ,Actual
2023-01-05,7.849999904632568,7.949999809265137,7.699999809265137,7.900000095367432,7.900000095367432,97595157.0,Vodafone Idea,Actual
2023-01-04,2557.0,2561.050048828125,2514.0,2518.550048828125,2518.550048828125,4275746.0,Reliance jio,Actual
2023-01-04,818.9500122070312,820.4500122070312,806.2000122070312,811.7999877929688,811.7999877929688,2970216.0,Bharti airtel limited ,Actual
2023-01-04,7.949999809265137,8.0,7.699999809265137,7.800000190734863,7.800000190734863,127150341.0,Vodafone Idea,Actual
